age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
30,management,married,tertiary,no,-27,yes,no,unknown,27,may,2,-1,0,unknown,no
36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,1,-1,0,unknown,yes
46,management,married,secondary,no,5127,no,no,cellular,6,aug,1,-1,0,unknown,no
29,unemployed,single,primary,no,1374,no,no,cellular,14,may,2,178,7,success,yes
36,services,single,secondary,no,99,no,no,unknown,17,jun,9,-1,0,unknown,no
27,admin.,single,secondary,no,125,no,no,cellular,21,jul,1,288,8,failure,no
35,management,married,tertiary,no,43,yes,no,cellular,20,apr,1,-1,0,unknown,yes
36,admin.,married,unknown,no,991,no,no,cellular,14,jan,2,-1,0,unknown,yes
39,management,single,unknown,no,2887,yes,no,unknown,7,may,2,-1,0,unknown,no
34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,3,-1,0,unknown,no
38,admin.,married,tertiary,no,4297,no,no,cellular,7,aug,2,-1,0,unknown,yes
59,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,6,-1,0,unknown,yes
28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,2,95,3,other,yes
33,self-employed,married,secondary,no,215,yes,no,cellular,29,jul,12,-1,0,unknown,no
49,management,married,tertiary,no,5887,no,no,cellular,4,dec,3,185,5,success,yes
33,management,single,tertiary,no,224,no,no,cellular,23,sep,2,92,4,success,yes
39,management,married,tertiary,no,494,no,no,cellular,9,sep,1,183,5,success,yes
59,admin.,married,secondary,no,106,no,no,cellular,22,may,1,-1,0,unknown,yes
58,management,married,tertiary,no,1227,no,no,cellular,8,sep,2,95,1,success,yes
39,technician,married,secondary,no,251,yes,no,cellular,17,jul,2,-1,0,unknown,yes
41,blue-collar,married,primary,no,6596,yes,no,cellular,20,nov,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,35,yes,no,unknown,28,may,2,-1,0,unknown,no
35,technician,married,secondary,no,1144,no,no,cellular,20,aug,13,-1,0,unknown,no
40,blue-collar,married,secondary,no,-438,no,no,cellular,11,may,1,-1,0,unknown,yes
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,17,-1,0,unknown,yes
28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,1,-1,0,unknown,yes
31,services,married,secondary,no,593,yes,no,cellular,19,nov,2,-1,0,unknown,no
36,services,married,secondary,no,1177,yes,yes,cellular,3,feb,5,-1,0,unknown,no
40,housemaid,married,secondary,no,949,no,no,cellular,8,aug,1,-1,0,unknown,no
25,student,single,secondary,no,1919,yes,no,cellular,15,may,1,351,4,failure,no
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,1,197,1,success,yes
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,1,98,6,success,yes
22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,1,-1,0,unknown,no
54,admin.,married,tertiary,no,19,no,no,cellular,26,aug,2,-1,0,unknown,no
39,services,single,secondary,no,326,yes,no,unknown,27,may,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,1298,yes,no,unknown,29,may,4,-1,0,unknown,no
30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,1,343,4,failure,yes
45,management,married,tertiary,no,160,no,no,cellular,30,apr,1,-1,0,unknown,yes
42,technician,single,secondary,no,2036,yes,no,cellular,19,nov,2,-1,0,unknown,no
28,unknown,single,unknown,no,326,no,no,cellular,11,oct,1,231,1,success,yes
32,technician,single,secondary,no,930,yes,no,unknown,21,may,1,-1,0,unknown,no
61,management,married,tertiary,no,477,yes,no,cellular,29,oct,1,520,1,other,yes
31,services,married,secondary,no,28,yes,no,unknown,8,may,1,-1,0,unknown,no
31,unemployed,single,secondary,no,209,yes,no,cellular,6,may,1,-1,0,unknown,no
50,blue-collar,married,primary,no,0,no,no,unknown,9,jun,4,-1,0,unknown,no
50,unemployed,married,secondary,no,297,yes,no,cellular,31,jul,10,-1,0,unknown,no
59,self-employed,married,tertiary,no,2013,no,no,cellular,17,nov,2,-1,0,unknown,yes
41,admin.,single,secondary,no,90,yes,no,cellular,15,may,2,347,4,failure,no
33,services,married,secondary,no,2918,no,yes,cellular,20,nov,2,-1,0,unknown,yes
29,blue-collar,married,secondary,no,0,yes,no,cellular,11,may,6,-1,0,unknown,no
34,technician,married,secondary,no,133,no,no,cellular,12,may,2,181,3,success,yes
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,1,87,2,failure,yes
49,services,married,secondary,no,486,yes,yes,unknown,30,may,2,-1,0,unknown,no
24,student,single,secondary,no,1234,no,no,cellular,21,jul,1,156,2,success,yes
31,blue-collar,married,secondary,no,43,yes,no,unknown,19,may,3,-1,0,unknown,no
45,admin.,married,secondary,no,149,yes,no,unknown,23,may,3,-1,0,unknown,yes
34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,1,-1,0,unknown,no
36,technician,divorced,secondary,no,1451,yes,no,cellular,23,jul,4,93,17,other,yes
53,services,divorced,secondary,no,765,yes,no,cellular,14,may,3,174,7,other,yes
56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1,-1,0,unknown,yes
33,services,married,secondary,no,1697,no,no,cellular,3,nov,1,-1,0,unknown,yes
25,student,single,secondary,no,703,no,no,cellular,5,may,3,-1,0,unknown,no
35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,1,-1,0,unknown,yes
56,housemaid,single,tertiary,no,1947,no,no,unknown,30,mar,1,-1,0,unknown,yes
41,blue-collar,single,primary,no,0,yes,no,unknown,16,may,5,-1,0,unknown,no
30,blue-collar,married,secondary,no,282,yes,yes,unknown,23,may,2,-1,0,unknown,no
57,entrepreneur,divorced,tertiary,no,873,no,no,unknown,17,jun,3,-1,0,unknown,no
38,management,married,tertiary,no,980,no,no,unknown,3,jun,5,-1,0,unknown,no
52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,2,134,4,success,yes
52,blue-collar,married,secondary,no,665,yes,no,unknown,15,may,4,-1,0,unknown,no
31,technician,single,secondary,no,816,no,no,cellular,9,jun,2,-1,0,unknown,no
36,technician,divorced,secondary,no,556,yes,no,cellular,18,nov,3,189,1,failure,no
36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,4,-1,0,unknown,yes
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,5,204,2,success,yes
54,technician,married,secondary,no,827,no,yes,unknown,20,jun,2,-1,0,unknown,no
26,management,married,tertiary,no,775,no,no,unknown,19,may,3,-1,0,unknown,no
48,management,married,tertiary,no,0,yes,no,cellular,6,sep,2,125,6,failure,yes
60,retired,married,secondary,no,7,no,yes,cellular,18,aug,5,-1,0,unknown,no
39,technician,single,secondary,no,1685,yes,no,cellular,8,may,1,368,1,failure,no
37,technician,married,secondary,yes,0,no,no,unknown,18,jun,1,-1,0,unknown,no
47,services,married,secondary,no,2070,yes,yes,unknown,26,may,1,-1,0,unknown,no
33,management,married,secondary,no,3935,yes,no,cellular,6,may,1,342,2,failure,yes
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,3,326,10,failure,no
48,management,married,tertiary,no,157,no,no,cellular,28,jan,4,-1,0,unknown,yes
26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,jul,1,-1,0,unknown,no
66,admin.,divorced,secondary,no,220,no,no,cellular,28,aug,1,-1,0,unknown,no
36,admin.,married,secondary,no,953,yes,no,cellular,17,feb,1,-1,0,unknown,no
57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,1,-1,0,unknown,yes
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,2,91,3,success,yes
44,technician,married,secondary,no,0,yes,no,unknown,30,may,3,-1,0,unknown,no
31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,2,-1,0,unknown,yes
34,admin.,single,secondary,no,303,no,no,cellular,4,jun,3,126,3,failure,yes
48,admin.,married,unknown,no,3756,no,no,cellular,14,aug,10,-1,0,unknown,no
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,1,92,3,failure,yes
54,management,married,tertiary,no,1624,no,no,cellular,12,may,3,182,10,success,yes
34,blue-collar,married,secondary,no,-436,yes,no,unknown,26,may,1,-1,0,unknown,no
40,technician,married,secondary,no,-496,no,no,telephone,28,jul,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,1,474,1,failure,yes
29,management,single,tertiary,no,268,no,no,cellular,16,apr,1,-1,0,unknown,yes
38,blue-collar,married,secondary,no,360,yes,no,unknown,14,may,2,-1,0,unknown,no
31,technician,divorced,secondary,no,268,no,no,unknown,16,may,2,-1,0,unknown,no
39,services,married,secondary,no,208,no,yes,cellular,9,feb,2,-1,0,unknown,no
38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,1,-1,0,unknown,yes
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,3,439,1,failure,yes
51,admin.,married,secondary,no,241,no,no,cellular,7,dec,2,-1,0,unknown,yes
48,technician,married,primary,no,235,no,no,cellular,9,sep,2,191,3,success,yes
46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,2,-1,0,unknown,yes
25,services,single,secondary,no,505,no,no,cellular,15,jun,1,-1,0,unknown,yes
43,management,married,tertiary,no,79,no,no,cellular,26,may,1,-1,0,unknown,yes
50,management,single,unknown,no,1277,no,no,cellular,4,may,1,-1,0,unknown,no
30,student,single,secondary,no,1779,no,no,cellular,11,aug,1,433,1,success,yes
19,student,single,secondary,no,329,no,no,cellular,30,apr,1,190,2,success,yes
34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,2,-1,0,unknown,yes
32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,1,175,3,success,no
45,blue-collar,married,secondary,no,105,yes,yes,unknown,13,may,1,-1,0,unknown,no
58,entrepreneur,married,tertiary,no,853,no,no,unknown,5,jun,2,-1,0,unknown,yes
37,admin.,single,secondary,no,-261,no,yes,cellular,10,jul,1,-1,0,unknown,no
33,management,divorced,tertiary,no,387,no,no,cellular,6,feb,5,-1,0,unknown,no
51,housemaid,divorced,primary,no,127,no,no,unknown,13,sep,1,-1,0,unknown,no
60,retired,married,tertiary,no,108,no,no,cellular,26,aug,1,-1,0,unknown,yes
32,technician,single,tertiary,no,550,no,no,cellular,19,nov,1,-1,0,unknown,yes
47,services,married,secondary,no,1315,no,no,cellular,20,nov,4,-1,0,unknown,yes
32,management,single,tertiary,no,623,no,no,cellular,6,jul,3,194,2,failure,yes
32,technician,married,tertiary,no,15,no,no,cellular,14,may,1,346,1,failure,no
42,technician,married,secondary,no,1013,no,yes,cellular,28,aug,8,-1,0,unknown,no
57,management,married,primary,no,687,yes,yes,telephone,21,jul,3,-1,0,unknown,no
35,unemployed,married,secondary,no,1,yes,no,cellular,28,jul,8,-1,0,unknown,no
37,management,married,tertiary,no,5355,no,no,telephone,17,feb,4,-1,0,unknown,yes
34,management,married,tertiary,no,3402,no,no,cellular,3,jun,2,-1,0,unknown,no
53,management,married,tertiary,no,0,yes,no,cellular,14,jul,3,-1,0,unknown,no
35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,3,-1,0,unknown,yes
37,unemployed,married,tertiary,no,1236,no,no,cellular,29,jul,2,-1,0,unknown,no
43,services,married,secondary,no,-236,yes,no,cellular,28,jul,7,-1,0,unknown,yes
26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,1,-1,0,unknown,no
28,services,single,secondary,no,6332,yes,no,telephone,7,may,1,343,4,failure,no
28,technician,single,secondary,no,631,no,no,cellular,29,apr,7,-1,0,unknown,no
32,management,married,tertiary,no,134,no,yes,cellular,29,aug,2,-1,0,unknown,no
59,management,married,tertiary,yes,782,no,yes,cellular,13,aug,2,-1,0,unknown,no
50,blue-collar,married,primary,no,280,yes,no,unknown,18,jun,23,-1,0,unknown,no
41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,1,203,1,failure,yes
34,management,married,tertiary,no,611,no,no,cellular,2,jun,1,-1,0,unknown,yes
46,services,married,primary,no,4343,yes,no,unknown,20,sep,1,-1,0,unknown,yes
36,blue-collar,married,unknown,no,1023,yes,no,cellular,4,feb,2,-1,0,unknown,no
42,blue-collar,married,primary,no,1556,no,yes,cellular,8,jul,1,-1,0,unknown,no
36,management,married,tertiary,no,3770,yes,no,cellular,31,jul,4,-1,0,unknown,no
35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,1,-1,0,unknown,yes
51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,1,-1,0,unknown,yes
48,blue-collar,married,unknown,no,113,no,no,cellular,11,aug,13,-1,0,unknown,no
32,blue-collar,single,secondary,no,15341,no,no,unknown,21,may,3,-1,0,unknown,no
34,admin.,married,secondary,no,445,no,no,cellular,19,aug,2,-1,0,unknown,no
56,technician,single,primary,no,145,yes,no,telephone,6,feb,2,9,2,other,no
27,blue-collar,single,primary,no,431,yes,no,unknown,15,may,2,-1,0,unknown,no
39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,2,344,2,failure,yes
41,technician,married,unknown,no,30,yes,no,cellular,10,jul,1,-1,0,unknown,no
49,services,married,secondary,no,280,yes,no,telephone,14,jul,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,1,-1,0,unknown,yes
40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,1,-1,0,unknown,no
36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,5,-1,0,unknown,yes
53,services,married,secondary,no,6170,no,no,cellular,13,aug,4,-1,0,unknown,yes
42,management,single,tertiary,no,11891,no,no,cellular,6,apr,1,-1,0,unknown,yes
26,technician,single,secondary,yes,-454,no,yes,cellular,18,jul,2,-1,0,unknown,no
41,housemaid,married,primary,no,0,no,no,cellular,14,apr,1,-1,0,unknown,yes
54,management,married,tertiary,no,1938,yes,no,telephone,31,jul,7,-1,0,unknown,no
50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,1,-1,0,unknown,yes
26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,1,96,2,success,yes
49,technician,married,secondary,no,2400,no,no,cellular,21,oct,3,-1,0,unknown,no
29,self-employed,married,secondary,no,425,yes,no,unknown,5,jun,15,-1,0,unknown,yes
58,management,married,tertiary,no,256,no,no,cellular,10,dec,1,188,3,success,yes
28,self-employed,married,tertiary,no,120,yes,yes,unknown,8,may,3,-1,0,unknown,no
59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,2,-1,0,unknown,yes
41,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,1,-1,0,unknown,yes
33,admin.,married,secondary,no,920,no,no,cellular,30,apr,1,-1,0,unknown,yes
49,technician,single,unknown,no,443,no,no,unknown,20,jun,11,-1,0,unknown,no
42,blue-collar,married,primary,no,0,no,no,unknown,20,jun,2,-1,0,unknown,no
37,management,divorced,tertiary,no,1775,no,no,cellular,15,jul,5,-1,0,unknown,yes
27,services,single,secondary,no,353,yes,no,cellular,15,may,1,-1,0,unknown,yes
32,student,single,unknown,no,1583,yes,no,unknown,20,may,1,-1,0,unknown,no
32,technician,single,secondary,no,129,yes,no,cellular,7,may,1,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,11,aug,7,-1,0,unknown,yes
55,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,5,-1,0,unknown,no
34,admin.,married,secondary,no,124,yes,no,telephone,14,may,4,366,2,other,yes
59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,3,91,6,success,yes
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,1,-1,0,unknown,yes
56,technician,single,secondary,no,3499,yes,no,unknown,29,may,3,-1,0,unknown,no
31,blue-collar,married,primary,no,-454,yes,yes,unknown,28,may,2,-1,0,unknown,no
27,student,single,tertiary,no,118,no,no,cellular,31,aug,3,98,1,failure,yes
27,services,single,secondary,no,194,yes,no,unknown,16,may,1,-1,0,unknown,no
29,student,single,unknown,no,10332,no,no,cellular,2,nov,3,-1,0,unknown,yes
22,services,single,secondary,no,344,yes,no,cellular,18,may,1,-1,0,unknown,yes
55,retired,married,tertiary,no,2929,no,no,unknown,16,jun,3,-1,0,unknown,no
26,blue-collar,married,primary,no,133,no,yes,cellular,25,jul,3,-1,0,unknown,no
42,management,married,unknown,no,1519,no,no,cellular,19,oct,1,92,1,success,yes
32,admin.,married,secondary,no,337,no,no,cellular,15,may,3,368,1,failure,no
38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,1,67,4,success,yes
34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,2,267,3,other,no
32,management,single,tertiary,no,0,no,no,cellular,22,aug,2,-1,0,unknown,no
31,technician,single,secondary,no,4888,yes,no,telephone,5,may,4,166,2,failure,no
35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1,234,4,failure,yes
59,retired,married,primary,no,1423,yes,no,unknown,15,may,2,-1,0,unknown,no
50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,3,385,2,other,yes
54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,4,-1,0,unknown,yes
42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,4,-1,0,unknown,no
43,services,divorced,secondary,no,313,yes,no,cellular,8,may,2,-1,0,unknown,no
45,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,1,-1,0,unknown,no
69,retired,married,primary,no,324,no,no,cellular,4,feb,4,-1,0,unknown,yes
38,services,married,secondary,no,-314,yes,no,unknown,28,may,2,-1,0,unknown,no
31,services,single,secondary,no,900,yes,no,cellular,9,apr,2,140,6,failure,no
79,retired,married,secondary,no,8304,no,no,telephone,9,mar,9,-1,0,unknown,yes
76,retired,married,secondary,no,2302,no,no,telephone,5,feb,1,87,2,failure,no
35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,3,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,1513,no,no,unknown,30,may,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,7,350,2,failure,no
45,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,jul,4,-1,0,unknown,no
51,management,married,tertiary,no,-321,no,no,cellular,6,feb,2,9,2,other,no
39,services,married,secondary,no,0,yes,no,cellular,8,may,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-81,yes,no,cellular,29,jan,2,-1,0,unknown,no
42,admin.,divorced,secondary,no,-249,yes,no,cellular,14,jul,3,-1,0,unknown,no
41,technician,single,tertiary,no,145,no,no,cellular,22,jul,2,-1,0,unknown,yes
53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,6,-1,0,unknown,yes
29,services,single,secondary,no,1934,no,no,cellular,29,sep,1,-1,0,unknown,yes
32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,1,-1,0,unknown,yes
49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,1,-1,0,unknown,yes
35,blue-collar,married,primary,no,414,no,no,unknown,13,may,4,-1,0,unknown,yes
34,admin.,divorced,primary,no,9569,yes,no,unknown,9,may,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,0,yes,no,unknown,10,aug,1,782,1,other,yes
45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,1,-1,0,unknown,yes
32,technician,single,unknown,no,317,yes,no,unknown,21,may,2,-1,0,unknown,no
31,services,married,secondary,no,505,no,no,cellular,11,jul,3,-1,0,unknown,no
42,entrepreneur,married,secondary,no,169,yes,no,telephone,15,may,4,-1,0,unknown,no
79,retired,married,primary,no,3025,no,no,cellular,11,dec,3,126,3,other,yes
33,blue-collar,married,primary,no,195,no,no,cellular,16,nov,5,-1,0,unknown,yes
60,self-employed,married,primary,no,46,yes,no,unknown,6,may,4,-1,0,unknown,no
41,admin.,divorced,secondary,no,1967,yes,no,cellular,18,may,1,341,1,failure,no
52,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,1,-1,0,unknown,no
28,technician,single,secondary,no,113,no,no,cellular,13,aug,3,105,1,failure,yes
49,technician,single,secondary,no,-188,yes,yes,cellular,17,nov,1,-1,0,unknown,yes
33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,3,-1,0,unknown,yes
34,technician,married,secondary,no,0,yes,no,cellular,3,aug,1,470,2,failure,yes
52,management,married,tertiary,no,31,no,no,cellular,10,mar,1,-1,0,unknown,yes
40,services,married,primary,no,-9,yes,no,unknown,15,may,2,-1,0,unknown,yes
51,blue-collar,married,primary,no,541,no,no,cellular,11,aug,3,-1,0,unknown,yes
38,blue-collar,married,primary,no,132,yes,no,cellular,14,may,2,-1,0,unknown,no
26,technician,single,tertiary,no,686,yes,no,unknown,30,may,2,-1,0,unknown,no
74,retired,married,secondary,no,935,no,no,cellular,25,oct,1,173,3,success,yes
30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,1,-1,0,unknown,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,3,251,3,success,yes
80,retired,married,primary,no,1861,no,no,telephone,14,apr,2,-1,0,unknown,no
26,services,single,secondary,no,136,no,no,cellular,20,apr,1,-1,0,unknown,yes
41,services,married,secondary,no,241,yes,yes,unknown,4,jun,1,-1,0,unknown,no
24,student,single,secondary,no,1123,no,no,cellular,13,jul,1,412,1,other,yes
49,self-employed,married,secondary,no,2061,yes,yes,unknown,30,may,3,-1,0,unknown,no
46,management,married,tertiary,no,242,no,no,cellular,4,aug,2,96,1,success,yes
35,services,married,secondary,no,341,yes,no,cellular,14,may,1,-1,0,unknown,yes
40,services,married,secondary,no,-116,yes,no,unknown,29,may,3,-1,0,unknown,no
28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,2,113,21,success,yes
27,admin.,single,unknown,no,5,yes,no,cellular,17,jul,2,-1,0,unknown,no
34,management,married,secondary,no,369,no,no,cellular,2,aug,3,342,4,failure,yes
50,management,married,tertiary,no,469,no,no,cellular,16,oct,1,183,1,success,yes
31,admin.,married,secondary,no,8784,yes,no,unknown,21,may,2,-1,0,unknown,no
32,management,married,secondary,no,1477,yes,no,cellular,18,nov,1,-1,0,unknown,no
55,blue-collar,married,primary,no,-79,no,yes,unknown,27,jun,3,-1,0,unknown,no
44,technician,divorced,tertiary,no,9192,yes,no,unknown,6,jun,3,-1,0,unknown,no
40,technician,divorced,tertiary,no,0,no,no,unknown,17,jun,1,-1,0,unknown,yes
24,blue-collar,married,secondary,no,685,yes,no,unknown,26,may,3,-1,0,unknown,yes
56,management,married,primary,no,-155,yes,no,cellular,17,nov,1,-1,0,unknown,no
41,management,married,tertiary,no,-556,yes,yes,unknown,26,may,3,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,3,148,1,success,yes
39,management,single,tertiary,no,5047,no,no,cellular,29,apr,4,-1,0,unknown,yes
30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,820,no,no,cellular,19,oct,1,-1,0,unknown,yes
45,unknown,married,primary,no,44,no,no,unknown,11,jun,1,-1,0,unknown,no
28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,3,342,1,failure,yes
42,blue-collar,married,primary,no,205,yes,no,cellular,17,apr,1,-1,0,unknown,no
31,admin.,married,secondary,no,307,yes,no,unknown,9,may,1,-1,0,unknown,yes
55,management,married,unknown,no,559,no,no,cellular,28,jan,2,-1,0,unknown,no
54,blue-collar,married,primary,no,950,yes,no,unknown,15,may,2,-1,0,unknown,no
31,management,married,tertiary,no,0,no,no,cellular,26,aug,2,-1,0,unknown,no
60,admin.,single,secondary,no,473,no,no,cellular,5,feb,2,8,1,other,no
39,management,single,tertiary,no,2258,yes,no,cellular,31,jul,2,-1,0,unknown,no
58,management,married,tertiary,no,96,no,no,cellular,21,nov,1,-1,0,unknown,yes
29,blue-collar,married,secondary,no,-28,yes,no,unknown,12,may,1,-1,0,unknown,no
57,technician,married,secondary,no,589,yes,no,cellular,28,jan,1,244,1,other,no
45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,4,-1,0,unknown,yes
52,admin.,married,secondary,no,484,yes,no,unknown,6,may,1,-1,0,unknown,no
30,self-employed,single,secondary,no,280,no,no,telephone,5,may,3,-1,0,unknown,no
27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,1,356,1,failure,no
33,management,married,tertiary,no,1514,no,no,cellular,10,aug,1,728,2,failure,yes
48,management,married,tertiary,no,190,no,no,cellular,25,aug,22,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,5,feb,2,-1,0,unknown,no
26,student,single,tertiary,no,39,no,no,cellular,26,may,3,-1,0,unknown,yes
27,technician,single,secondary,no,643,no,no,cellular,13,jul,1,-1,0,unknown,yes
22,student,single,secondary,no,254,no,no,cellular,13,jan,2,-1,0,unknown,yes
39,blue-collar,married,primary,no,766,yes,no,unknown,3,jun,3,-1,0,unknown,no
38,management,married,tertiary,no,613,no,no,cellular,3,feb,1,-1,0,unknown,yes
41,technician,divorced,secondary,no,1631,yes,no,cellular,12,aug,2,-1,0,unknown,no
33,management,married,tertiary,no,62,yes,no,cellular,2,feb,1,264,1,failure,no
39,admin.,divorced,secondary,no,32,no,yes,unknown,20,jun,10,-1,0,unknown,no
54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,1,162,2,failure,yes
57,retired,married,primary,no,207,yes,no,unknown,8,may,1,-1,0,unknown,no
58,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1,391,1,failure,no
37,entrepreneur,married,tertiary,no,342,yes,no,unknown,6,jun,1,-1,0,unknown,no
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,1,92,2,failure,yes
38,admin.,divorced,secondary,no,0,yes,no,cellular,21,jul,1,-1,0,unknown,no
35,technician,single,tertiary,no,1880,no,no,cellular,20,may,1,-1,0,unknown,yes
29,admin.,single,secondary,no,731,no,no,cellular,14,apr,3,-1,0,unknown,yes
72,retired,married,secondary,no,1533,no,no,cellular,16,dec,2,-1,0,unknown,yes
55,blue-collar,married,secondary,no,2059,yes,no,cellular,11,may,1,259,4,failure,no
44,blue-collar,married,unknown,no,1529,yes,no,cellular,30,apr,1,-1,0,unknown,yes
53,housemaid,divorced,secondary,no,292,no,no,unknown,12,jun,2,-1,0,unknown,no
34,technician,married,secondary,no,-259,yes,no,unknown,27,may,2,-1,0,unknown,no
25,blue-collar,single,primary,no,17,yes,no,unknown,13,may,2,-1,0,unknown,no
32,blue-collar,married,unknown,no,1267,yes,no,cellular,18,may,2,-1,0,unknown,no
59,retired,divorced,secondary,no,1,no,no,cellular,19,aug,1,-1,0,unknown,yes
51,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,1,-1,0,unknown,no
43,admin.,married,secondary,no,2271,no,no,telephone,10,nov,1,-1,0,unknown,yes
60,admin.,divorced,secondary,no,683,no,no,cellular,8,nov,1,-1,0,unknown,no
38,student,single,tertiary,no,3316,no,no,unknown,17,jun,3,-1,0,unknown,yes
27,unknown,single,unknown,no,326,no,no,cellular,22,feb,1,-1,0,unknown,yes
35,technician,single,unknown,no,726,yes,no,cellular,5,may,1,-1,0,unknown,no
67,management,married,tertiary,no,405,no,no,cellular,7,aug,2,-1,0,unknown,yes
44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,3,-1,0,unknown,yes
28,management,single,tertiary,no,890,yes,no,cellular,7,sep,1,-1,0,unknown,yes
37,management,single,tertiary,no,876,yes,no,cellular,15,apr,4,327,2,failure,no
29,services,married,secondary,no,363,yes,no,cellular,15,may,1,-1,0,unknown,no
34,technician,married,tertiary,no,23076,no,no,cellular,26,may,2,35,6,other,yes
21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,1,361,3,failure,yes
33,management,single,tertiary,no,561,no,no,cellular,7,apr,1,-1,0,unknown,no
